track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4QySZtWymRGNgrwxZOODKF,0.359,0.7170000000000001,2.0,-10.309,1.0,0.0405,0.015,0.00365,0.36,0.47,121.878,360333.0
0bjKbwEvZfU5epyZ3aZm1y,0.418,0.5870000000000001,0.0,-9.607,1.0,0.0272,0.0559,6.82e-06,0.0548,0.486,106.665,396173.0
0yqIpi7zj74a0CRCedacOW,0.502,0.72,4.0,-10.627,1.0,0.0357,0.0842,7.75e-05,0.312,0.8270000000000001,131.985,251827.0
5BB0Jzw60KyfSTyjJqtely,0.411,0.986,8.0,-2.522,0.0,0.0583,0.000264,0.00148,0.371,0.649,165.981,205960.0
1mX6SYJ1ZpcoxQUiER8wOI,0.606,0.942,2.0,-3.618,1.0,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,270387.0
6zwvB879PJSpTyFcg2wwnL,0.326,0.326,0.0,-15.144,1.0,0.0297,0.591,0.918,0.494,0.87,186.232,142693.0
1hu2s7qkm5bo03eODpRQO3,0.8420000000000001,0.872,9.0,-8.234,1.0,0.0455,0.0259,0.419,0.0573,0.906,122.111,363400.0
3BovdzfaX4jb5KFQwoPfAw,0.7759999999999999,0.711,3.0,-9.03,0.0,0.0473,0.0242,0.0003529999999999,0.2339999999999999,0.901,138.72799999999998,258400.0
7J1uxwnxfQLu4APicE5Rnj,0.932,0.457,11.0,-9.62,0.0,0.0541,0.0173,0.0436,0.0414,0.884,117.002,294227.0
4cgjA7B4fJBHyB9Ya2bu0t,0.628,0.409,2.0,-14.348,1.0,0.0306,0.498,0.00565,0.29,0.755,93.005,246040.0
1CgmY8fVN7kstVDZmsdM5k,0.894,0.67,11.0,-9.406,0.0,0.0474,0.172,0.000363,0.0691,0.961,127.209,239027.0
4jQAWmK7RTRWaofM5n2NhK,0.748,0.7879999999999999,2.0,-11.284,1.0,0.067,0.135,3.81e-06,0.501,0.626,130.506,162333.0
7JoPxqrnT3eq02AnflBSiN,0.669,0.848,8.0,-10.072,0.0,0.03,0.0273,0.0869,0.0881,0.6609999999999999,102.048,177507.0
3cOM3Zc2w5y5tOaUZ4wj95,0.745,0.8270000000000001,9.0,-8.485,1.0,0.0385,0.5539999999999999,0.0,0.109,0.772,139.472,203533.0
59HTJznkQkbBnfpe9KhIRJ,0.685,0.5539999999999999,0.0,-11.817,1.0,0.0334,0.0238,0.0,0.11,0.588,94.921,164773.0
5oDDFHXz3YfhkmyPeOuFxV,0.619,0.527,5.0,-9.376,0.0,0.0628,0.0692,0.0,0.3329999999999999,0.242,124.356,295600.0
1FlDtQBj95pnFbS9kCTZEI,0.71,0.431,0.0,-8.333,1.0,0.0388,0.0553,4.23e-05,0.0537,0.5529999999999999,93.105,229333.0
4zYTZvtcww7OWKie7fxA9E,0.667,0.773,5.0,-4.9830000000000005,0.0,0.0586,0.201,0.0,0.4039999999999999,0.667,89.976,250707.0
7ukKSwsBuk85fJeHTSKfMw,0.405,0.369,8.0,-8.799,1.0,0.0323,0.8079999999999999,0.0,0.2739999999999999,0.355,84.463,137640.0
4xnp5cvuGKQGwuIRHCTUzh,0.526,0.4589999999999999,7.0,-8.205,1.0,0.0258,0.618,1.86e-06,0.1369999999999999,0.3379999999999999,107.155,256627.0
2HWWNoWEEEECwZhAiLg7ib,0.764,0.7509999999999999,8.0,-3.74,1.0,0.0703,0.00554,0.000237,0.1639999999999999,0.418,91.977,199853.0
5BkHkyO9PFXs1m7vSMnXp4,0.4579999999999999,0.7509999999999999,2.0,-8.395,1.0,0.469,0.0299,0.000155,0.258,0.48,169.673,203347.0
4z7Ja0RNran3XpIvc1PIQz,0.4320000000000001,0.637,11.0,-3.905,1.0,0.0475,0.416,0.0,0.113,0.187,122.394,219547.0
2oSPru8bef0EMhF9tvMSLn,0.7859999999999999,0.637,1.0,-12.149,1.0,0.205,0.07,1.31e-05,0.415,0.762,96.023,302627.0
1AWSemPzuGu4A9lVhSsFWJ,0.421,0.8290000000000001,6.0,-8.605,0.0,0.0387,0.171,0.0,0.0835,0.935,124.87,184333.0
4qjL0JcViBZ3IhtdeA1JM5,0.546,0.346,1.0,-13.259,0.0,0.0315,0.691,1.83e-06,0.376,0.5,117.307,144800.0
2nfMrwg3aRhSAv4HX7IzJL,0.547,0.569,10.0,-8.644,1.0,0.0271,0.1889999999999999,7.05e-06,0.156,0.4320000000000001,159.713,304867.0
1ZnwFwzQoFno1T2aYzVDmr,0.332,0.351,7.0,-8.593,1.0,0.032,0.62,0.0,0.1119999999999999,0.145,113.158,264907.0
3E3u7Aq7DvJCj2kiGXAknO,0.39,0.327,5.0,-16.281,1.0,0.0333,0.368,0.06,0.0689,0.198,58.45,327600.0
2LqA7jb7WOlsxTHlzEOG1b,0.5670000000000001,0.335,8.0,-15.967,1.0,0.0255,0.208,0.0,0.348,0.477,99.602,258467.0
7khsvqWYjms5UASgLb8bft,0.638,0.622,1.0,-10.035,0.0,0.0265,0.809,0.00385,0.0416,0.871,130.35399999999998,146400.0
06YcuDoEZvMcxgzvtzJTz4,0.789,0.5,7.0,-9.064,1.0,0.0342,0.7609999999999999,0.0,0.181,0.945,120.214,119373.0
5GOFil3Umfp4yB75U2Ah4e,0.5329999999999999,0.215,1.0,-12.854,1.0,0.0396,0.8,0.0336,0.14,0.106,67.985,259360.0
37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7.0,-13.034,0.0,0.0357,0.0208,0.000147,0.205,0.7390000000000001,80.64699999999998,331200.0
15taea6JZLAfG5OX0pzfG6,0.659,0.574,11.0,-12.416,0.0,0.031,0.0405,2.410000000000001e-05,0.0692,0.901,141.744,223133.0
7D4EtbE7LfQiH8CWj7fQoz,0.539,0.306,0.0,-15.067,0.0,0.0264,0.4039999999999999,0.0,0.0608,0.0643,102.245,293307.0
1CP967dCzbdR2RMejYyPFz,0.733,0.3720000000000001,8.0,-17.274,1.0,0.0369,0.108,1.45e-06,0.096,0.779,99.618,252667.0
3LFdvM7nIV8t02zyhYLvJo,0.583,0.414,5.0,-16.409000000000002,1.0,0.0289,0.13,0.000616,0.064,0.532,97.542,309533.0
0JDxPxHeSkkBsWVMmcwMYi,0.261,0.417,5.0,-10.219,1.0,0.0293,0.547,0.0,0.136,0.368,153.49200000000005,283333.0
1j7DHMwCE6hofAimjPbIGn,0.597,0.805,8.0,-9.405,1.0,0.0631,0.0791,0.0,0.0807,0.753,135.465,192760.0
09PCAeQqR8JUnyFi61kPqd,0.6990000000000001,0.4539999999999999,1.0,-11.062,0.0,0.0505,0.74,0.0,0.166,0.6920000000000001,110.566,174293.0
4p4JBSLuLagmLOWyZF7Ycr,0.6970000000000001,0.451,7.0,-14.491,1.0,0.0501,0.3339999999999999,0.0,0.1119999999999999,0.807,121.29,142973.0
0Jh9EBGN205Yc7JN2zZ2f1,0.607,0.936,4.0,-3.071,1.0,0.033,0.0121,0.0418,0.309,0.517,117.303,265960.0
5uY9QWVdzL8Foi7emf2omj,0.544,0.607,2.0,-6.51,1.0,0.0489,0.00432,0.0,0.148,0.177,135.029,261707.0
19VTqucnxJuH6kilNdweTh,0.7509999999999999,0.7859999999999999,3.0,-7.441,0.0,0.3829999999999999,0.0126,0.0,0.107,0.679,95.989,200840.0
3PJq5Cu74e3bIes9sY7jM1,0.496,0.602,7.0,-5.29,1.0,0.0265,0.3339999999999999,0.00356,0.147,0.3979999999999999,75.51899999999998,259573.0
5NhZkLMccDVhxocmVHDu4G,0.488,0.855,7.0,-3.417,1.0,0.0399,0.287,0.0,0.132,0.799,148.971,231467.0
758wp6xs3ADdgIwdeHoXmX,0.65,0.851,5.0,-6.519,0.0,0.0303,0.00117,3.39e-05,0.0937,0.294,96.651,218760.0
4cKGldbhGJniI8BrB3K6tb,0.637,0.759,3.0,-6.388999999999999,0.0,0.0305,0.0504,0.0,0.0642,0.741,93.898,257067.0
2EVNYzHWebyLvKxPX6Ozt8,0.441,0.563,6.0,-7.274,1.0,0.0251,0.0141,3.69e-06,0.1009999999999999,0.209,85.711,270800.0
3Yylgs7Ifs7vLQ84e71RFA,0.7,0.508,5.0,-7.32,0.0,0.0577,0.1889999999999999,0.0,0.0938,0.4639999999999999,139.974,223693.0
2PXv2AkAZkqYqc96gDKXuA,0.691,0.742,0.0,-4.49,0.0,0.0602,0.145,3.14e-05,0.0944,0.722,90.102,206667.0
6B38ul2FMi2Vho0siZ6DjB,0.645,0.5820000000000001,10.0,-5.325,1.0,0.0451,0.0453,1.56e-05,0.131,0.359,140.028,254840.0
35YiIUIo3a5f0qk0xhHgx9,0.589,0.872,7.0,-2.6260000000000003,1.0,0.0289999999999999,0.0151,2.99e-06,0.0577,0.524,116.986,272347.0
4WCHdzWUJzDUIBc22phJux,0.49,0.522,6.0,-4.647,1.0,0.0272,0.0348,0.0,0.161,0.3429999999999999,137.939,233400.0
0jSIovJtKxEXH6vI4oRx7I,0.505,0.8420000000000001,10.0,-3.3160000000000003,1.0,0.0475,0.0576,0.0,0.111,0.6709999999999999,172.136,208693.0
7dwgvrv1SrryEYG2MMNuXN,0.589,0.588,10.0,-13.29,1.0,0.0334,0.121,0.0396,0.179,0.81,151.033,169600.0
7B6m8tHAYZsOKOKMU5SR2n,0.581,0.856,3.0,-4.0,1.0,0.0783,0.183,0.0,0.0871,0.918,169.90200000000004,209427.0
7yNX3ZFBWZoR52pbeU4Mcl,0.6,0.412,5.0,-9.343,0.0,0.344,0.615,0.0026,0.134,0.408,113.05,225882.0
4mOxpj82q6n3EO7HBZCelX,0.5539999999999999,0.58,11.0,-8.05,0.0,0.0322,0.344,0.00842,0.0989,0.402,167.83,264200.0
5kVSEpbyuLIVuPM1i2KivC,0.674,0.7070000000000001,10.0,-10.799,0.0,0.0343,0.00265,0.00214,0.352,0.7120000000000001,104.854,336560.0
4IBzgsoWHLsP8AMlO23iOF,0.701,0.6970000000000001,10.0,-12.643,0.0,0.0912,0.000888,0.485,0.301,0.617,108.554,256427.0
63PIgPkDf3rswlU4ZWCYAM,0.7440000000000001,0.851,10.0,-10.108,0.0,0.049,0.0267,0.0073799999999999,0.0989,0.626,105.882,293600.0
1zTuB57LYZa7xu7KUH8kF0,0.679,0.597,11.0,-8.601,0.0,0.0439,0.0913,0.000673,0.0487,0.9,184.174,315040.0
4vzwzP3O4ihgi4FdewHMsb,0.428,0.111,9.0,-16.500999999999998,1.0,0.0317,0.95,0.0115,0.087,0.389,100.486,166493.0
68cXqkPaHAFkotUv3ETwZD,0.415,0.5329999999999999,0.0,-12.496,1.0,0.0369,0.841,8.13e-06,0.184,0.902,175.21599999999995,135773.0
2It5KW85y1U0G4qlt4Lx1D,0.665,0.546,4.0,-13.449000000000002,1.0,0.0561,0.688,0.0,0.132,0.8420000000000001,112.24,137227.0
3AGy4j1jHjLfsXM1pGFBGz,0.401,0.337,9.0,-11.744000000000002,1.0,0.0319,0.62,3.5600000000000005e-05,0.205,0.318,133.77,257533.0
1uigwk5hNV84zRd5YQQRTk,0.721,0.88,9.0,-3.896,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,202907.0
1pJJcWEtSpbv8UAom5bkvW,0.5660000000000001,0.7490000000000001,2.0,-4.435,1.0,0.0507,0.0574,0.0,0.3879999999999999,0.503,134.909,246947.0
2DRcaAO76feWOoWCWP1cPp,0.504,0.429,8.0,-12.735,0.0,0.2319999999999999,0.0145,0.00149,0.628,0.33,83.711,274000.0
4iXZFxEUzTTLMLE5jCyKEb,0.6579999999999999,0.55,9.0,-6.705,1.0,0.0302,0.457,0.000728,0.114,0.727,168.28900000000004,277493.0
0DBIL8arX0Zo6eAuxNIpik,0.621,0.481,11.0,-8.016,1.0,0.0371,0.0984,0.0,0.241,0.679,65.00399999999999,256133.0
0zGKTpNjalQ14JPFB5PWMI,0.6859999999999999,0.8059999999999999,6.0,-6.827999999999999,0.0,0.299,0.317,0.0,0.0387,0.6940000000000001,191.767,254507.0
2u34ZVPVlr7hfN7vDr1512,0.721,0.472,9.0,-7.574,1.0,0.0619,0.076,0.0,0.332,0.462,129.964,261867.0
4vzYcDxBXAUPYDUna4BVeE,0.498,0.493,8.0,-7.747999999999997,1.0,0.0369,0.75,0.0,0.115,0.222,146.049,226133.0
05M64X8usrSHqWTLHm48ff,0.609,0.42,0.0,-10.875,1.0,0.0249,0.08,0.0,0.347,0.4479999999999999,83.552,267293.0
49kdc9KAqm4N28Y01g8SuS,0.321,0.435,11.0,-10.942,1.0,0.0341,0.256,1.06e-05,0.086,0.174,158.465,298133.0
3RMeOetCdXttthQK0clPuz,0.541,0.44,10.0,-12.206,1.0,0.031,0.191,0.0,0.114,0.2319999999999999,140.273,255667.0
0ZUjPkZKjzRi6bgIuJovfY,0.3989999999999999,0.708,0.0,-10.541,0.0,0.0387,0.118,0.0,0.179,0.688,207.424,235627.0
47SOobTLWvyZpUfpmuUARJ,0.429,0.326,5.0,-12.703,1.0,0.03,0.377,0.0,0.1009999999999999,0.185,77.84899999999998,228267.0
3Ur8GNH5ozopmnMpxft44e,0.928,0.71,8.0,-11.834,1.0,0.0603,0.00242,2.9e-06,0.08,0.7709999999999999,106.03,240347.0
6V7g6qM8wheMivMWrzbPTM,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,195637.0
3lxFENvLW8nxXAbNfkZ7IJ,0.4629999999999999,0.524,1.0,-8.207,1.0,0.0316,0.026,0.0,0.102,0.308,144.055,248693.0
0zY7SkbIByXGKak663jHuI,0.638,0.947,9.0,-2.8110000000000004,1.0,0.054,0.0103,0.0727,0.386,0.7,124.162,218507.0
0Eu5SrReZzaJX0NLKI8tQS,0.906,0.624,4.0,-5.556,1.0,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,274947.0
0P2vAvvWni2tNXOdbH3JFk,0.48,0.866,5.0,-7.142,0.0,0.0446,0.00887,0.0,0.0969999999999999,0.411,150.43,167160.0
76CbOXTXJpDSKplGwgUHiB,0.7340000000000001,0.603,3.0,-10.394,1.0,0.0503,0.568,5.42e-06,0.106,0.787,108.594,132400.0
0p7QF136UOOUHnyU8CuZra,0.629,0.204,10.0,-12.619000000000002,1.0,0.075,0.8640000000000001,0.0,0.0863,0.489,89.199,182667.0
7hJBjMGJHHQ4cR4Jhzp1d1,0.633,0.588,2.0,-6.595,1.0,0.03,0.2769999999999999,0.0,0.165,0.624,105.646,182960.0
1EYl3ASOxlK4Fk4Q1bhDh4,0.721,0.613,9.0,-9.26,1.0,0.0302,0.431,0.000565,0.205,0.812,98.477,167667.0
7EHmKkyAr6MZv5Y2FdZbXw,0.193,0.5,7.0,-9.903,1.0,0.0381,0.108,0.0067,0.332,0.354,207.639,190333.0
2dcskJYRu9mMVPpAGJl3Er,0.252,0.703,9.0,-10.156,1.0,0.0429,0.00125,7.26e-05,0.266,0.61,144.994,208467.0
215wUTQQUo2PElJFEFoB0d,0.441,0.745,2.0,-8.623,0.0,0.0741,0.084,2.22e-05,0.136,0.368,105.191,252240.0
2zNuaa0jBttcqSeURO6Odt,0.765,0.596,11.0,-7.586,1.0,0.0518,0.5,0.0,0.289,0.941,158.112,141533.0
6AKSrodq9kU9hmTLEeWFFr,0.564,0.745,0.0,-6.933,1.0,0.0411,0.262,2.78e-05,0.108,0.672,94.044,488734.0
2jb8ns0Evf4Mz8c9fiZk2F,0.684,0.498,0.0,-11.767,0.0,0.0447,0.359,4.66e-06,0.504,0.812,118.606,205533.0
5A6NxpltFMv6jCsuA1qRHQ,0.58,0.6629999999999999,6.0,-11.48,0.0,0.0385,0.0735,0.00211,0.645,0.7190000000000001,116.308,202400.0
7LyBijjHIOoO8CSxVwVRKM,0.6759999999999999,0.632,8.0,-12.726,1.0,0.0688,0.2019999999999999,0.000139,0.1009999999999999,0.86,120.862,162600.0
7CIzpZaeeNCtJDi1nqEDXb,0.317,0.804,9.0,-6.504,0.0,0.0379,8.08e-05,0.109,0.0995,0.181,164.185,254027.0
4WMQQm6fiuF9MjCegwDDmf,0.495,0.488,3.0,-7.477,1.0,0.0309,0.125,0.0,0.1889999999999999,0.237,72.064,271773.0
6DuLN8tFW0DkH9wsbTHZsX,0.644,0.4589999999999999,9.0,-11.702,1.0,0.0322,0.657,0.0,0.0876,0.852,92.801,137493.0
1Cw4wNWzSc9oSeE335I8fw,0.446,0.3720000000000001,2.0,-12.566,0.0,0.0326,0.417,0.0,0.135,0.8270000000000001,164.65599999999995,153173.0
6ePHOwkfopJ5DbkjnJ8UBl,0.516,0.336,7.0,-12.697,1.0,0.0295,0.103,0.00123,0.727,0.708,131.575,117973.0
4m4vlae7fycsqeVX7W4qkX,0.466,0.25,0.0,-18.466,1.0,0.0338,0.208,0.6759999999999999,0.0945,0.713,152.47,168840.0
1bmcrUnBHBKNI3R6ycO1Cc,0.508,0.428,2.0,-12.716,1.0,0.0361,0.046,0.000719,0.752,0.677,138.029,170693.0
0h16mEAACVZkQoeOwbxtZP,0.662,0.515,7.0,-12.466,1.0,0.0646,0.344,0.0,0.0819999999999999,0.74,100.451,159640.0
4avs56frsTcnjwy2KlCQ5D,0.535,0.528,8.0,-7.4529999999999985,1.0,0.0258,0.308,1.11e-06,0.0912,0.41,146.16899999999995,215533.0
49iHYFjT5yO6WEw6KerX9o,0.7809999999999999,0.53,4.0,-14.848,1.0,0.0685,0.2269999999999999,0.0,0.106,0.8170000000000001,110.157,206360.0
3eQlGeyuSibgAGPEJugaDW,0.7290000000000001,0.911,0.0,-4.5,1.0,0.045,0.00205,1.39e-06,0.295,0.74,127.087,207760.0
4sXt4EiUMTpfa5GNUXU2hi,0.3379999999999999,0.342,7.0,-14.583,1.0,0.0434,0.726,0.0,0.1369999999999999,0.265,133.214,260800.0
6apMW82KhmI6q6MCGLGDvE,0.735,0.659,0.0,-9.312,0.0,0.124,0.594,0.0,0.485,0.928,81.40899999999998,239800.0
18eyLgN59xVDlmTmSzwkRH,0.672,0.72,0.0,-6.502999999999999,0.0,0.0319,0.35,5.460000000000001e-05,0.162,0.79,95.71,185733.0
4DINaOcmczOIrUwKsNqmew,0.617,0.8009999999999999,11.0,-7.332999999999997,1.0,0.0624,0.366,0.0,0.141,0.402,122.03,301840.0
5w24xZUicD68LjnZvtougC,0.5670000000000001,0.983,5.0,-5.01,0.0,0.0427,0.0081,1.21e-05,0.107,0.7170000000000001,135.041,204733.0
5ZYtYFgJNTRBq4qYExmOhq,0.7120000000000001,0.598,11.0,-9.94,1.0,0.0345,0.071,6.95e-06,0.26,0.8140000000000001,116.553,232813.0
4LmzPJDil70LpiApWfOI6O,0.887,0.774,1.0,-6.108,1.0,0.0434,0.00933,0.0213,0.159,0.826,113.0,182813.0
1lJZSsMoWEbrgaY6CxPMf8,0.613,0.912,2.0,-4.638,1.0,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240.0
6pPCOXIQeNMr1oCWJTomSf,0.67,0.903,10.0,-5.796,0.0,0.0402,0.0129,0.0,0.331,0.953,136.19299999999998,357147.0
4vqoRCLuNYACHsvZieX0fR,0.626,0.936,2.0,-3.014,1.0,0.0923,0.0457,0.0,0.0402,0.804,144.012,151947.0
2jY8KalpIwv0qDh6SSRfVo,0.507,0.601,1.0,-5.702000000000001,0.0,0.1169999999999999,0.583,0.0,0.22,0.631,165.43400000000003,221253.0
2jItmTTkIL6SkvABXsTaYT,0.7809999999999999,0.648,5.0,-8.216000000000001,1.0,0.0264,0.00761,0.0,0.132,0.546,121.93,224773.0
1LgZRmGoSyiOOWxjTjMJy0,0.593,0.85,10.0,-4.271,0.0,0.0582,0.0392,5.41e-06,0.248,0.5670000000000001,124.894,267947.0
2ssYQKMqVUkoQgi02PmDPB,0.5820000000000001,0.564,0.0,-4.066,0.0,0.0837,0.0959,0.0,0.26,0.718,204.002,196900.0
4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7.0,-7.834,0.0,0.0388,0.679,3.92e-05,0.11,0.291,94.947,197854.0
2rpWXKjsErmTQWSbxjvHH3,0.7090000000000001,0.583,5.0,-6.814,0.0,0.0595,0.1369999999999999,0.0,0.395,0.545,123.927,273640.0
7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,211920.0
4bO6IzKXMWhmncfIO9GBq2,0.5579999999999999,0.7809999999999999,1.0,-5.4479999999999995,0.0,0.0963,0.00657,0.00144,0.102,0.286,126.025,214307.0
0gGvOWau1bH5r5UH2PsyWj,0.633,0.763,3.0,-7.652,1.0,0.0292,0.0575,2.7600000000000017e-05,0.0993,0.495,102.991,226853.0
1migZXJuB0tB2pFucCtEm5,0.672,0.6579999999999999,2.0,-6.563,1.0,0.0258,0.2,2.49e-05,0.294,0.569,103.12,181840.0
0pGXe7umwkcCm01Ipoxp0U,0.44,0.7929999999999999,6.0,-3.95,1.0,0.0501,0.0677,0.0,0.0788,0.447,143.60299999999995,250653.0
4agp6oHofabdUedr0B1krj,0.413,0.8290000000000001,4.0,-11.111,1.0,0.529,0.3939999999999999,0.0,0.108,0.677,191.477,265533.0
434YTed4ixVHFzXcbiAeyM,0.469,0.503,5.0,-13.619000000000002,1.0,0.0954,0.13,0.0,0.18,0.754,138.971,168827.0
70Cz8FcVCa5DHXiIrev85V,0.278,0.544,0.0,-14.121,1.0,0.0829,0.178,0.0,0.486,0.481,132.662,175373.0
25leEEaz1gIpp7o21Fqyjo,0.8340000000000001,0.371,1.0,-11.99,1.0,0.0358,0.799,0.0,0.275,0.976,96.628,150267.0
1dtIaSlyrLI04sqYa8nLyN,0.629,0.159,8.0,-14.056,1.0,0.0495,0.883,0.0,0.222,0.642,142.157,186733.0
635PqgECfFbL0MNLogX7Yv,0.742,0.732,2.0,-6.046,0.0,0.0311,0.0424,0.0044399999999999,0.1009999999999999,0.695,97.923,298960.0
6dJ2mSRaKE9ctYw9qWNGWQ,0.8220000000000001,0.847,10.0,-6.729,0.0,0.0916,0.0862,0.0,0.0452,0.667,107.906,202800.0
1icygp76kVbs429RikF0jJ,0.77,0.6859999999999999,11.0,-6.596,0.0,0.168,0.00223,2.03e-06,0.347,0.657,100.53,247533.0
76QlOaKjVbxqduVcwcQZWx,0.521,0.8140000000000001,4.0,-8.27,1.0,0.108,0.066,0.0,0.0868,0.972,153.747,157067.0
4cbdPT6uaBOgOQe3fLMofl,0.507,0.644,4.0,-7.485,1.0,0.0641,0.00413,0.0,0.217,0.172,179.91299999999995,211267.0
51FpzuGkRYXFgsE2zXt9av,0.516,0.15,1.0,-20.41,1.0,0.0272,0.13,0.0755,0.122,0.206,97.398,173867.0
1Jq1355GLFkIPYHIxZFn69,0.499,0.721,6.0,-9.185,0.0,0.0741,0.00632,0.000661,0.221,0.782,93.917,175907.0
26bRcXA9qmivWYTPocMlfT,0.61,0.7609999999999999,9.0,-6.022,1.0,0.0627,0.3389999999999999,1.88e-05,0.0839,0.433,120.017,256613.0
2dPORt0s6aC8IXaXBvjmDu,0.578,0.648,2.0,-5.106,1.0,0.0522,0.4629999999999999,9.25e-06,0.0633,0.813,178.011,185987.0
2CdGhu82tkVWkXDPyJCiwU,0.6629999999999999,0.83,7.0,-4.584,1.0,0.039,0.246,1.41e-06,0.285,0.866,98.022,173693.0
7GuLQiPvQbfzP0kqcvgIQQ,0.494,0.913,0.0,-5.289,1.0,0.0378,0.000165,0.00898,0.247,0.478,99.92,277493.0
3wGXyJGsCf1myH5MooQIqE,0.7659999999999999,0.606,9.0,-6.064,1.0,0.456,0.00266,0.0,0.166,0.352,160.22299999999996,140000.0
35Dh5MnCUPLN3XyAVtQff3,0.725,0.6679999999999999,5.0,-7.286,0.0,0.055,0.0932,2.33e-06,0.1119999999999999,0.5660000000000001,82.96600000000002,176787.0
28M8ye4IcDAfw3sBFm7zC0,0.36,0.868,9.0,-9.085,1.0,0.0409999999999999,0.0709,0.000909,0.233,0.762,148.547,426733.0
5Sz09kaSzvpTC8lgm5W8Mt,0.725,0.327,0.0,-17.714000000000006,1.0,0.0387,0.113,0.326,0.214,0.688,110.438,187760.0
1ATq1R2bLeKXOSti9kzj5f,0.774,0.7879999999999999,4.0,-7.069,0.0,0.0281,0.118,0.0,0.153,0.972,114.152,257093.0
3sIsG7vDZr17BVimMeZZQS,0.66,0.7490000000000001,9.0,-7.282,0.0,0.0372,0.0371,3.74e-05,0.042,0.932,91.464,323613.0
19QT1L9qUNKHYNbYqawaX8,0.475,0.6629999999999999,1.0,-7.415,1.0,0.0359,0.529,0.0,0.0928,0.475,177.44,228000.0
6lZyMZGbnDusKNgBn3P252,0.41,0.2339999999999999,10.0,-10.767,1.0,0.0322,0.706,0.0,0.107,0.153,122.022,236560.0
5p8usctaD0x2lprysDwstM,0.647,0.7609999999999999,4.0,-9.571,0.0,0.0505,0.3979999999999999,0.0,0.345,0.961,107.059,88573.0
6roQwIuTgi0hhUkMy3UqW6,0.78,0.755,6.0,-5.604,1.0,0.0392,0.0461,0.00875,0.3829999999999999,0.862,101.557,232907.0
3Bs3HwoCuS0UxMlSWodb9A,0.519,0.4579999999999999,8.0,-6.433,1.0,0.0296,0.317,0.0,0.106,0.362,130.02,245200.0
6CG3BXccaxPwFwymSSJBNy,0.7559999999999999,0.417,7.0,-14.943,1.0,0.0309,0.178,1.8e-06,0.123,0.831,113.996,271867.0
4AEzAEnbm9uRgbmTdeI63K,0.75,0.5670000000000001,0.0,-6.4,1.0,0.48,0.1369999999999999,0.0,0.109,0.3979999999999999,151.895,151574.0
4b0XF7CDpJEBAdVHMw7amV,0.705,0.606,7.0,-7.0470000000000015,1.0,0.0243,0.159,0.00149,0.242,0.8759999999999999,98.001,234640.0
0aj2QKJvz6CePykmlTApiD,0.841,0.629,1.0,-5.351,1.0,0.0442,0.0729,0.0,0.0742,0.87,97.963,294867.0
6W2Ef5Ph6ILTUAedoQ3QIv,0.853,0.8109999999999999,6.0,-4.926,0.0,0.0646,0.0439,0.000304,0.0703,0.901,114.961,283627.0
7Lf7oSEVdzZqTA0kEDSlS5,0.624,0.653,8.0,-6.5820000000000025,0.0,0.176,0.575,0.0,0.104,0.565,73.884,288333.0
1AWQoqb9bSvzTjaLralEkT,0.8909999999999999,0.7140000000000001,4.0,-6.055,0.0,0.14,0.2019999999999999,0.000234,0.0521,0.818,100.972,267267.0
0uMMLry3hzWGn3q3loqMkm,0.506,0.764,0.0,-12.239,1.0,0.046,0.144,0.00025,0.247,0.868,156.336,174187.0
6naxalmIoLFWR0siv8dnQQ,0.7509999999999999,0.8340000000000001,1.0,-5.444,0.0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160.0
5QhBKPqsnX1uY9fZNaAtZg,0.7070000000000001,0.923,11.0,-3.957,1.0,0.0521,0.128,0.000437,0.273,0.8420000000000001,108.049,203000.0
2TTYIwTM2iLC1YOyHuhRMt,0.765,0.7909999999999999,8.0,-5.7070000000000025,1.0,0.0317,0.262,0.000154,0.0669,0.966,95.026,206227.0
3xRbymJj98leHL7K8Y94WS,0.525,0.8109999999999999,1.0,-6.148,1.0,0.0602,0.00847,0.0,0.266,0.7509999999999999,199.977,276573.0
53p1SzTC0sBH9HAPD8MOOu,0.5770000000000001,0.959,9.0,-5.925,1.0,0.0366,0.0871,0.0881,0.163,0.784,143.683,187693.0
21BL3kK8feVhrEz27j2GER,0.4479999999999999,0.322,2.0,-12.683,1.0,0.0428,0.772,0.0,0.947,0.331,82.23899999999998,241643.0
3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2.0,-5.231,1.0,0.0762,0.0598,0.0,0.119,0.396,99.933,230333.0
6N5xh0tYYLTQRiCCaNbAUt,0.537,0.705,4.0,-6.0729999999999995,1.0,0.0337,0.0687,0.0,0.0842,0.32,131.965,249480.0
