mb_recording_id,spotify_track_id
54733c5a-9408-43d5-81f7-28b77470ddf3,2h8iXIwEdEnQywhFC4q5e5
8c9c8c7c-889e-413f-90f1-ac29113cd824,1BwlQVlEyZrnM5syxG65aB
1f5fb4fe-1009-44cf-a802-0f52558ed505,1SkVaUYV5Ifruqp3absjhz
46667a94-6eae-45b6-86de-9130f50afa13,3LFdvM7nIV8t02zyhYLvJo
14ab1212-8421-4ba4-851c-4f6c8228874e,3rALMatm3fRoubDlouWRpi
9358ce3c-c40a-4f5a-ad60-5628e35b9426,7oqbrM379G2VSxjqYGrxC7
095c9b15-8df1-4ccd-a6ca-009ef3ca0ac5,5Zfya0scaR3mFcIwtqX2Eg
637dd34e-df80-4d99-9d58-850d9947b2cc,4aLQ6VBFJl7i8msvDOjIsp
2eae9d5c-ec11-4438-94d2-df3d94fc17e2,1ixbwbeBi5ufN4noUKmW5a
d7e4115d-ada1-442a-8238-13e5168beef0,5iOLpj0NhHykqe5uOI0F4h
207ce074-214b-4428-85c2-8609b5acfcf0,5hv401ZISKkQ7tOIagk2L0
d16ed794-02a8-432f-8719-a572cda98090,5tt4gWT4Y3Vwwjqa7VNeIJ
9737b237-5d3c-465d-ad90-c502a952e26e,41aUPKySPy8rxBAk6qDCM0
b331098e-4575-4302-88ee-e81ec9d76028,20N414CuSeraETAQKOc4sj
d1ff42b4-c059-47ad-ae1c-1d764d03a56c,4A6qXHAT7ZN8KFLasDK4Bk
52634969-8318-49dd-b2cc-755e7f42b845,3pO37BXsjMC2wApALxGbuB
becae4bf-2acf-470b-ba5f-e4ae7d76bafc,0CQLKVb4lKn06R0ZlZqqNh
4f30099c-9083-4faa-9e2f-1cc4f05ed255,3M31S6f0z8S3nkFh3eS06W
f4f90a4f-92de-484f-ad21-4e908f6d838e,0K1KOCeJBj3lpDYxEX9qP2
2e53ff30-9432-4590-91c9-bd0ccc67942f,1V82d4T5gadqzboNVWKcMj
4f62ae7d-fc43-428e-947c-9689b0107a99,4qMOV79GpJ9vkGm3rfTOWX
52db6757-0cea-45d4-af48-afa38137b364,2HyrLPJTZ4qDpWJ6qnu0Ke
6b480fb7-8139-4fb0-9a46-b174e07b2bcc,5NBPV2NQTepcZy1fD2KI43
423a49f6-3933-4c22-a989-d5366aa33399,6k4cyL3qYUrgFkE69FYfTj
3037b35f-8094-459e-a235-7ae85ac0d1ea,0Tl84qfow6Dv0PM60zoBhb
2f895ed9-972d-4040-97a3-55018cef362b,267VAxExm2SprS0wNzrUtq
f4c1cc20-abc9-4c85-a44a-81442d03ea5e,4YNyU0vEEC5grHkHnO9lhF
c151a150-85ff-498d-ae15-cb8452de9076,0ELr9zHfJsONOvp6LgDLDg
1ca2889a-d734-4c94-9d8d-98ba9e48e79b,0OTO8ZF2YqFQVw9hnZylTd
ba5b662d-1a8c-421e-8cb3-75b0c995942d,1jJci4qxiYcOHhQR247rEU
32240c88-4477-4b08-8069-b40ff6c6bb04,7tacShahaHRvJBSjBZKR1Q
c9e70817-34f2-4db1-bccf-06ae62e76c61,3YrVdQ19x8VDexsX7ytwJ2
c637db0a-52e9-450d-b2c8-2b8ce8895c06,4DVSn9CXSXehYTkHXZl0Sy
0dea5502-0163-47d4-9f1c-220997bec1a1,2dykYf0mZG217bYkiREKEh
6b18a24d-745b-49ed-a13a-b34ed62a2ea3,6vOJGIYpiEgYh4Vjx47c4w
51b5d5ee-92d7-47cb-93ce-90d068b52e07,4pKIh0OVXamva9kZA3feF1
ad0bad4e-02ed-452d-9bfd-67441f745096,22HYEJveCvykVDHDiEEmjZ
7835314f-6493-459d-ada0-46ee1caf4ab1,2EnlBJQ6ZcndUmsI8ZrJjI
e925745d-b765-4e50-a408-2fbf1b47872c,487Dyzs7Xbbk4hIWYyYT80
0c88e58b-f51d-4563-9476-f596fee20e61,5nWQVCV7VyBxDMp5pNlrll
a485e725-7ee6-4283-84f6-1aa6cdabaf20,2bJvI42r8EF3wxjOuDav4r
6bdeaf29-d0b4-4144-ab7f-00e20adb175a,503po3ZaqeOIgZ4MOy9goV
94aa7aeb-3f48-478e-809b-2cd7a3774a89,5c4ae6HZez4gKb8YSEEAnI
8ccea6b3-18ea-4a44-9347-28d411154597,5TkvgwfIwMQOOHNmSm41zC
0c746460-793b-4707-9e41-b631e00937e4,4N9FvUB79vO6mC4Ewa2LCZ
0779fd2b-4122-4273-bf53-891f85a5ed36,5ECmar7N7chIjzveRGWDFU
13a75251-a242-42ec-be87-8f47f6a942a1,7FqDLD2f3VFdCYPCFpNvYq
1348bf79-3d6d-41ef-a8a4-c80976d5c08e,04m52pTOdhQD3sDBEOby6L
6bcd5bf0-1d26-4e03-93b2-d47e85cfc62c,6RxuNstP6mfvsd2YV91nB5
2c82094e-6000-4fc0-afa0-b2778d7fc9d9,39Gu7HvFUo0zvdTfzg6xzA
906b9dc9-2dff-4685-829b-be46904f3619,5BY0p2EH4EznNZ0MFD9mjt
3cb3e648-a285-4f83-8e38-1c92965ab1fd,3ht12Pai0tVMB2VCLgkcMS
a5465d84-d4d0-4e32-9a61-883e7afbd2e1,1srGZiB4G4At62z2Z8wYL9
ec07673c-70b9-4325-b38e-12d9ff408145,0rBzABScu9c6D1Juislm2z
