date,rank,last-week,peak-rank,weeks-on-board,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,track_name,artists
1989-08-26,79,45.0,1,17,6lRkdG1HurVS72F9GoBeWJ,The Raw & The Cooked,65,201866,False,0.747,0.586,9,-10.119,0,0.0299,0.0708,8e-05,0.0427,0.893,164.718,4,synth-pop,Good Thing,Fine Young Cannibals
2021-04-03,49,41.0,20,25,2S8UMuLJ0z8agFgFGJ6Ztt,GOOD TIME,70,214720,False,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,4,country,GOOD TIME,Niko Moon
1979-10-20,100,66.0,1,19,0G3fbPbE1vGeABDEZF0jeG,Risqué,64,495400,False,0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,4,disco,Good Times,CHIC
1979-05-19,82,41.0,41,10,2NZK1eJ7ujlKjYVAsOa4lw,The Cars (Deluxe Edition),27,225853,False,0.607,0.662,4,-9.456,1,0.0278,0.0951,8.27e-05,0.125,0.629,107.643,4,power-pop,Good Times Roll,The Cars
1967-01-21,50,21.0,1,14,7tf64lNC31lWlTsih0nfZf,50 Big Ones: Greatest Hits,50,215826,False,0.371,0.424,10,-9.497,1,0.0411,0.332,4.95e-06,0.131,0.325,151.621,4,psych-rock,Good Vibrations,The Beach Boys
2021-06-12,83,84.0,47,20,6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop,goosebumps,Travis Scott
2021-06-12,83,84.0,47,20,6gBFPUFcJLzWGx4lenP6h2,Birds In The Trap Sing McKnight,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop,goosebumps,Travis Scott
1991-10-12,100,84.0,40,15,6UvFeT5raP554IVlhPRa6C,90s Dance Anthems,10,309266,False,0.833,0.604,8,-12.002,0,0.055,0.0103,0.000446,0.052,0.97,120.313,4,chicago-house,Got a Love for You,Jomanda
1979-03-31,96,39.0,12,18,58r4JuwHhXLAkttkaUZfLw,Cheryl Lynn (Expanded Edition),66,307946,False,0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,4,disco,Got to Be Real,Cheryl Lynn
2009-04-18,50,47.0,10,27,06T10fEzN8ZCcqzQZYA184,Dark Horse,64,252653,False,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,4,grunge,Gotta Be Somebody,Nickelback
2007-09-15,82,34.0,34,3,5rWIO1uP0GwAoU45RTBJ2F,High School Musical 2 (Original Soundtrack),67,222360,False,0.555,0.692,9,-4.767,1,0.0277,0.0864,3.25e-05,0.232,0.313,88.995,4,show-tunes,Gotta Go My Own Way,Zac Efron;Vanessa Hudgens;Disney
2018-04-28,99,,99,1,27oFpFktCq9JIXjJQRuv7a,Day69: Graduation Day,65,166851,True,0.728,0.584,10,-7.255,0,0.176,0.0524,0.0,0.0658,0.365,161.9,4,emo,GOTTI,6ix9ine
2020-02-08,64,54.0,34,20,2ufmtcIFdFpuUYBPXK5f67,Manic,69,181805,False,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,electro,Graveyard,Halsey
2020-02-08,64,54.0,34,20,2ufmtcIFdFpuUYBPXK5f67,Manic,69,181805,False,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,electro,Graveyard,Halsey
2020-02-08,64,54.0,34,20,2ufmtcIFdFpuUYBPXK5f67,Manic,69,181805,False,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,4,electro,Graveyard,Halsey
2007-05-19,96,97.0,71,4,3SktMqZmo3M9zbB7oKMIF7,Continuum,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,singer-songwriter,Gravity,John Mayer
2007-05-19,96,97.0,71,4,3SktMqZmo3M9zbB7oKMIF7,Continuum,72,245826,False,0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,singer-songwriter,Gravity,John Mayer
1968-08-24,20,9.0,1,12,77R3mOaInbXGRjTjWlwjug,60's Gold,19,156946,False,0.673,0.697,5,-6.953,1,0.0271,0.518,0.831,0.256,0.911,107.46,4,afrobeat,Grazing In The Grass,Hugh Masekela
1967-03-11,41,31.0,11,12,113uFE0zMYEm2ZGAUGES6S,The Collection,40,185200,False,0.539,0.298,8,-17.579,1,0.0267,0.386,1.33e-05,0.112,0.791,95.412,4,british,Green Green Grass Of Home,Tom Jones
2018-09-01,92,83.0,65,8,7MvUTgehqKITlwxPTNfPuU,Concierto en la ducha,0,196533,False,0.354,0.753,1,-6.274,0,0.743,0.0836,0.0,0.314,0.455,191.139,4,electro,Growing Pains,Alessia Cara
2018-12-22,48,,48,1,7uqcLJFlSYjVPLUz1vPxkY,SKINS,65,108034,True,0.712,0.374,0,-10.215,0,0.511,0.795,0.0,0.187,0.779,133.952,4,emo,Guardian angel,XXXTENTACION
2018-03-03,47,42.0,3,24,43ZyHQITOjhciSUUNPVRHc,Lil Pump,64,124055,True,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,4,emo,Gucci Gang,Lil Pump
2000-03-11,98,98.0,69,20,1wsRitfRRtWyEapl0q22o8,The Battle Of Los Angeles,71,206200,True,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,4,metal,Guerrilla Radio,Rage Against The Machine
2018-04-07,56,63.0,12,20,4HbiCvH1R7mVOJ7KY7JQBD,Day69: Graduation Day,63,157643,True,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,4,emo,GUMMO,6ix9ine
2015-03-07,50,47.0,3,39,7HhGlOY35npbHi4RxiT4WQ,10's Music Grandi Successi,0,208000,False,0.688,0.719,5,-3.402,1,0.0354,0.0415,5.63e-05,0.0921,0.406,110.014,4,electro,Habits (Stay High),Tove Lo
2015-03-07,50,47.0,3,39,7HhGlOY35npbHi4RxiT4WQ,10's Music Grandi Successi,0,208000,False,0.688,0.719,5,-3.402,1,0.0354,0.0415,5.63e-05,0.0921,0.406,110.014,4,electro,Habits (Stay High),Tove Lo
2015-03-07,50,47.0,3,39,7HhGlOY35npbHi4RxiT4WQ,10's Music Grandi Successi,0,208000,False,0.688,0.719,5,-3.402,1,0.0354,0.0415,5.63e-05,0.0921,0.406,110.014,4,electro,Habits (Stay High),Tove Lo
2013-09-14,83,89.0,83,3,4SmpAA1iwwFw9hQ5FmYLuq,Metal,0,305906,False,0.58,0.916,3,-4.357,0,0.0387,0.000295,0.0255,0.126,0.68,118.002,4,alternative,Hail to the King,Avenged Sevenfold
2013-09-14,83,89.0,83,3,4SmpAA1iwwFw9hQ5FmYLuq,Metal,0,305906,False,0.58,0.916,3,-4.357,0,0.0387,0.000295,0.0255,0.126,0.68,118.002,4,alternative,Hail to the King,Avenged Sevenfold
2010-10-23,77,76.0,25,20,7hR5toSPEgwFZ78jfHdANM,Battle Studies,65,250373,False,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,4,singer-songwriter,Half of My Heart,John Mayer
2010-10-23,77,76.0,25,20,7hR5toSPEgwFZ78jfHdANM,Battle Studies,65,250373,False,0.681,0.593,5,-9.327,1,0.0251,0.435,0.000117,0.106,0.731,115.058,4,singer-songwriter,Half of My Heart,John Mayer
2010-05-08,59,62.0,50,20,7rojor07Wzc7w3zXOxex80,Smoke & Mirrors (International Version),56,195306,False,0.543,0.919,1,-4.831,0,0.0415,0.000441,0.0,0.238,0.498,125.017,4,grunge,Halfway Gone,Lifehouse
2021-01-02,54,84.0,54,3,7bfZTvjOD4WXpweVxpg85o,Christmas Songs 2022,2,275099,False,0.335,0.43,5,-5.364,1,0.0322,0.846,0.0,0.126,0.379,78.259,5,country,Hallelujah,Carrie Underwood;John Legend
2009-10-31,84,40.0,40,2,2RF6eSUY1uOWaQjIC4rAFb,"Glee: The Music, The Complete Season One",49,125013,False,0.243,0.91,9,-5.193,1,0.111,0.066,3.37e-06,0.137,0.252,193.95,4,club,Halo / Walking On Sunshine,Glee Cast
1970-09-26,36,21.0,17,11,374BLwBG2RrEVQhTimtzZf,The Best Of The Guess Who,31,201666,False,0.673,0.456,0,-13.051,1,0.0293,0.0459,9.81e-05,0.147,0.859,101.015,4,psych-rock,Hand Me Down World,The Guess Who
2017-02-25,54,53.0,53,20,4QBuC8RxPzFPHPryVdnF0m,All Out Alternative,0,193253,False,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alt-rock,HandClap,Fitz and The Tantrums
2017-02-25,54,53.0,53,20,4QBuC8RxPzFPHPryVdnF0m,All Out Alternative,0,193253,False,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alt-rock,HandClap,Fitz and The Tantrums
2017-02-25,54,53.0,53,20,4QBuC8RxPzFPHPryVdnF0m,All Out Alternative,0,193253,False,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alt-rock,HandClap,Fitz and The Tantrums
2017-02-25,54,53.0,53,20,4QBuC8RxPzFPHPryVdnF0m,All Out Alternative,0,193253,False,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,4,alt-rock,HandClap,Fitz and The Tantrums
1973-09-22,98,88.0,83,7,6p7KEJStN2J1EpsT3hZVqH,Composite Truth,22,288933,False,0.54,0.797,7,-10.777,0,0.0617,0.434,0.165,0.12,0.935,128.291,4,afrobeat,Hang Loose,Mandrill
2000-03-18,66,61.0,28,20,0OlgQYka86XhPepKdZ6xio,Fiesta temática 90s,0,252720,False,0.514,0.781,0,-6.703,1,0.0639,0.248,0.0,0.731,0.717,90.522,4,alt-rock,Hanginaround,Counting Crows
2000-03-18,66,61.0,28,20,0OlgQYka86XhPepKdZ6xio,Fiesta temática 90s,0,252720,False,0.514,0.781,0,-6.703,1,0.0639,0.248,0.0,0.731,0.717,90.522,4,alt-rock,Hanginaround,Counting Crows
2000-03-18,66,61.0,28,20,0OlgQYka86XhPepKdZ6xio,Fiesta temática 90s,0,252720,False,0.514,0.781,0,-6.703,1,0.0639,0.248,0.0,0.731,0.717,90.522,4,alt-rock,Hanginaround,Counting Crows
2002-02-16,49,48.0,2,54,6jWLyg8AuMQ9LtIB2UlfOF,No Name Face,63,216360,False,0.537,0.858,1,-4.903,1,0.0349,0.000966,0.0,0.0812,0.502,124.599,4,grunge,Hanging By A Moment,Lifehouse
2002-02-16,49,48.0,2,54,6jWLyg8AuMQ9LtIB2UlfOF,No Name Face,63,216360,False,0.537,0.858,1,-4.903,1,0.0349,0.000966,0.0,0.0812,0.502,124.599,4,grunge,Hanging By A Moment,Lifehouse
2021-08-21,97,93.0,15,12,2tGvwE8GcFKwNdAXMnlbfl,SOUR,86,175933,True,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,3,pop,happier,Olivia Rodrigo
2021-11-06,33,30.0,11,13,1SWliBgqzayYYnvmxwbouX,Autumn Vibes 2022,0,298899,False,0.314,0.238,0,-8.802,1,0.0389,0.741,0.00193,0.128,0.303,72.535,3,pop,Happier Than Ever,Billie Eilish
2005-05-21,100,100.0,89,4,0INUE1K7cEiE8VH63Rv5RJ,Lost and Found,69,216426,True,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,4,groove,Happy?,Mudvayne
2005-05-21,100,100.0,89,4,0INUE1K7cEiE8VH63Rv5RJ,Lost and Found,69,216426,True,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,4,groove,Happy?,Mudvayne
2010-10-30,48,,48,1,63RjPVTZMZkwb7jsGHynUI,Glee The 3D Concert Movie (Motion Picture Soundtrack),18,171840,False,0.27,0.575,8,-7.51,1,0.0632,0.762,0.0,0.908,0.313,69.142,4,club,Happy Days Are Here Again / Get Happy,Glee Cast
2021-02-27,83,70.0,47,14,3khHZ5Tz9mwLYbEmnCimvq,Country Road Songs,0,168733,False,0.716,0.665,6,-5.486,1,0.0382,0.304,0.0,0.123,0.598,109.021,4,country,Happy Does,Kenny Chesney
2018-09-08,90,,90,1,6dRFbn4xqPuz3LOypGiM5z,Concierto en la ducha,0,207029,False,0.503,0.74,4,-5.128,1,0.0472,0.577,1.39e-06,0.0712,0.457,88.332,3,electro,Happy Now,Zedd;Elley Duhé
1967-05-20,33,16.0,1,15,1JO1xLtVc8mWhIoE3YaCL0,Happy Together,76,176293,False,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,4,folk,Happy Together,The Turtles
1967-05-20,33,16.0,1,15,1JO1xLtVc8mWhIoE3YaCL0,Happy Together,76,176293,False,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,4,folk,Happy Together,The Turtles
2017-05-13,90,,90,1,0w5Bdu51Ka25Pf3hojsKHh,After Laughter,75,182693,False,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,emo,Hard Times,Paramore
2017-05-13,90,,90,1,0w5Bdu51Ka25Pf3hojsKHh,After Laughter,75,182693,False,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4,emo,Hard Times,Paramore
1991-09-21,96,69.0,26,14,05NYcsjJwOYq4jIiKPVj9p,Shake Your Money Maker,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues,Hard To Handle,The Black Crowes
1991-09-21,96,69.0,26,14,05NYcsjJwOYq4jIiKPVj9p,Shake Your Money Maker,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues,Hard To Handle,The Black Crowes
1991-09-21,96,69.0,26,14,05NYcsjJwOYq4jIiKPVj9p,Shake Your Money Maker,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues,Hard To Handle,The Black Crowes
1991-09-21,96,69.0,26,14,05NYcsjJwOYq4jIiKPVj9p,Shake Your Money Maker,72,188066,False,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,4,blues,Hard To Handle,The Black Crowes
2013-07-13,70,64.0,1,20,01XFgRZfZI7oBagNf1Loml,Harlem Shake,58,196664,False,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,4,electronic,Harlem Shake,Baauer
2020-01-04,79,75.0,56,20,30KPG6tcT4DAYsYdTEBoXh,pov: it's 2019,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,dance,Hate Me,Ellie Goulding;Juice WRLD
2020-01-04,79,75.0,56,20,30KPG6tcT4DAYsYdTEBoXh,pov: it's 2019,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,dance,Hate Me,Ellie Goulding;Juice WRLD
2020-01-04,79,75.0,56,20,30KPG6tcT4DAYsYdTEBoXh,pov: it's 2019,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,dance,Hate Me,Ellie Goulding;Juice WRLD
2020-01-04,79,75.0,56,20,30KPG6tcT4DAYsYdTEBoXh,pov: it's 2019,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,dance,Hate Me,Ellie Goulding;Juice WRLD
2020-01-04,79,75.0,56,20,30KPG6tcT4DAYsYdTEBoXh,pov: it's 2019,0,186226,False,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,4,dance,Hate Me,Ellie Goulding;Juice WRLD
2002-09-28,91,95.0,86,11,20j7B6mL9gnNvG3ic6Vwh5,Veni Vidi Vicious,69,200693,False,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,4,garage,Hate To Say I Told You So,The Hives
2002-09-28,91,95.0,86,11,20j7B6mL9gnNvG3ic6Vwh5,Veni Vidi Vicious,69,200693,False,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,4,garage,Hate To Say I Told You So,The Hives
2002-09-28,91,95.0,86,11,20j7B6mL9gnNvG3ic6Vwh5,Veni Vidi Vicious,69,200693,False,0.459,0.931,5,-5.024,1,0.0612,0.00126,0.00881,0.412,0.419,135.826,4,garage,Hate To Say I Told You So,The Hives
2017-01-14,99,,99,1,6ATgDc6e4sPn84hvJsAmPt,hate u love u,75,175466,False,0.407,0.416,6,-8.915,0,0.174,0.656,0.0,0.0981,0.246,176.947,4,electro,hate u love u,Olivia O'Brien
2006-02-04,90,85.0,53,15,06Zz2l7cVTCTgCNDe1bnEF,Have A Nice Day,64,229106,False,0.5,0.899,4,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,4,metal,Have A Nice Day,Bon Jovi
2018-08-25,90,,90,1,7BXW1QCg56yzEBV8pW8pah,Know.,65,226106,False,0.643,0.638,1,-4.947,0,0.0407,0.204,0.0,0.0707,0.6,82.001,4,acoustic,Have It All,Jason Mraz
1993-01-02,55,51.0,12,20,0nf9RjoFTcOzTIXtmzhRuH,Adrenalize (Deluxe),56,324026,False,0.497,0.726,4,-8.335,1,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,4,hard-rock,Have You Ever Needed Someone So Bad,Def Leppard
1995-09-23,44,43.0,1,24,32Gf5A7Hr8RdgggXG0Fdks,18 Til I Die,71,291666,False,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,3,singer-songwriter,Have You Ever Really Loved A Woman?,Bryan Adams
1995-09-23,44,43.0,1,24,32Gf5A7Hr8RdgggXG0Fdks,18 Til I Die,71,291666,False,0.57,0.478,7,-10.185,1,0.0322,0.536,1.33e-05,0.0931,0.358,145.517,3,singer-songwriter,Have You Ever Really Loved A Woman?,Bryan Adams
2014-12-27,90,,90,1,30v27OarRyhvCNNwlJYYU0,JULMUSIK,1,170964,False,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,Have Yourself A Merry Little Christmas,Sam Smith
1969-06-07,32,17.0,4,14,3UUwbJd2j4RORlalTUhaDk,Hawaii Five-O,51,113893,False,0.518,0.782,9,-9.753,1,0.0631,0.265,0.654,0.0769,0.861,163.647,4,rockabilly,Hawaii Five-O,The Ventures
1986-01-25,95,89.0,3,20,2Q8AN9WGElTDjXGmtGkSrA,80s Bangers Vol. 2,1,256146,False,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00118,0.095,0.653,95.16,4,synth-pop,Head Over Heels,Tears For Fears
2004-02-14,50,47.0,16,43,1AEYT6VxrxXPMoQUxsY0E4,Trapt,72,285569,True,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4,grunge,Headstrong,Trapt
2004-02-14,50,47.0,16,43,1AEYT6VxrxXPMoQUxsY0E4,Trapt,72,285569,True,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,4,grunge,Headstrong,Trapt
1993-04-24,42,39.0,27,20,7woW97CfcWaKtuC6W5BP2K,Dangerous,68,384306,False,0.545,0.485,9,-8.045,1,0.0485,0.537,1.8e-06,0.104,0.101,80.948,4,soul,Heal the World,Michael Jackson
2014-01-11,88,48.0,88,2,1zpFTApsJK8n8FO9XUeGJW,SEX AND LOVE (Deluxe),45,170146,False,0.553,0.892,4,-4.039,1,0.0667,0.0639,0.0,0.426,0.479,77.01,4,latin,Heart Attack,Enrique Iglesias
1979-07-07,98,63.0,1,21,42SA4KoBUJARXHjwyxsQuf,70s Christmas Party,0,250440,False,0.724,0.725,4,-6.92,1,0.0323,0.00102,0.0645,0.0889,0.42,114.725,4,power-pop,Heart Of Glass,Blondie
1972-05-06,22,17.0,1,14,5vd1QZ0tdXOExiegC55IAS,"Eat, Pray, Love",74,188440,False,0.55,0.525,7,-8.754,1,0.0275,0.288,0.0172,0.106,0.806,171.172,4,singer-songwriter,Heart Of Gold,Neil Young
1972-05-06,22,17.0,1,14,5vd1QZ0tdXOExiegC55IAS,"Eat, Pray, Love",74,188440,False,0.55,0.525,7,-8.754,1,0.0275,0.288,0.0172,0.106,0.806,171.172,4,singer-songwriter,Heart Of Gold,Neil Young
2017-11-18,92,95.0,47,18,5VFKfahPr6qgucDOv7oMIh,Mientras hago aromaterapia,0,205200,False,0.596,0.833,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,115.997,4,country,Heartache On The Dance Floor,Jon Pardi
2017-11-18,92,95.0,47,18,5VFKfahPr6qgucDOv7oMIh,Mientras hago aromaterapia,0,205200,False,0.596,0.833,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,115.997,4,country,Heartache On The Dance Floor,Jon Pardi
2012-03-03,65,42.0,42,18,2atYprr9JsQaLynGhrWhld,Scars & Stories,53,220693,False,0.458,0.821,9,-5.076,1,0.0334,0.000594,9.46e-05,0.161,0.323,144.46,4,piano,Heartbeat,The Fray
2021-09-11,34,19.0,16,29,3FAJ6O0NOHQV8Mc5Ri6ENp,TAKE TIME,84,198370,False,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,pop,Heartbreak Anniversary,Giveon
1991-05-25,97,84.0,44,11,71cWHhV018hztNkCC45Ayo,Heartbreak Station,54,268840,False,0.597,0.51,7,-9.5,1,0.0283,0.326,0.0539,0.0554,0.288,114.729,4,hard-rock,Heartbreak Station,Cinderella
2010-05-08,52,46.0,34,20,4gs07VlJST4bdxGbBsXVue,Battle Studies,65,269720,False,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,4,singer-songwriter,Heartbreak Warfare,John Mayer
2010-05-08,52,46.0,34,20,4gs07VlJST4bdxGbBsXVue,Battle Studies,65,269720,False,0.624,0.554,2,-8.113,1,0.0225,0.191,0.00131,0.299,0.311,97.031,4,singer-songwriter,Heartbreak Warfare,John Mayer
1982-08-14,98,91.0,4,18,7ACCBGSVoNukpfJ1Ah4NB2,Fishing Music,0,229133,False,0.294,0.872,1,-5.619,1,0.0542,0.155,7.68e-06,0.316,0.575,135.931,4,hard-rock,Heat Of The Moment,Asia
2021-11-06,13,14.0,12,41,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,85,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,Heat Waves,Glass Animals
2021-11-06,13,14.0,12,41,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,85,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,Heat Waves,Glass Animals
2017-04-01,45,44.0,2,39,6i0V12jOa3mr6uu4WYhUBr,Heathens,81,195920,False,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4,rock,Heathens,Twenty One Pilots
2020-12-19,95,79.0,46,15,4xqrdfXkTW4T0RauPLv3WA,Kid Krow,87,198040,False,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,3,pop,Heather,Conan Gray
2019-06-22,83,35.0,83,1,10P1Cy36hugYDFTZPCE9Bk,pov: it's 2019,0,277261,False,0.592,0.873,9,-5.65,1,0.0275,0.0723,0.00986,0.142,0.515,122.015,4,dance,Heaven,Avicii
2019-06-22,83,35.0,83,1,10P1Cy36hugYDFTZPCE9Bk,pov: it's 2019,0,277261,False,0.592,0.873,9,-5.65,1,0.0275,0.0723,0.00986,0.142,0.515,122.015,4,dance,Heaven,Avicii
1988-02-13,97,79.0,1,21,38OuAEtETQMXayoC18tLKe,Heaven on Earth (30th Anniversary Edition),50,245720,False,0.634,0.89,4,-6.498,1,0.0331,0.00499,9.64e-06,0.0662,0.829,122.861,4,synth-pop,Heaven Is a Place On Earth,Belinda Carlisle
1984-12-15,92,83.0,49,10,4x0syYhWwD6zafzXsQXa1t,80s Bangers Vol. 2,1,200933,False,0.627,0.909,0,-4.731,1,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,4,hard-rock,Heaven's On Fire,KISS
1984-12-15,92,83.0,49,10,4x0syYhWwD6zafzXsQXa1t,80s Bangers Vol. 2,1,200933,False,0.627,0.909,0,-4.731,1,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,4,hard-rock,Heaven's On Fire,KISS
1984-12-15,92,83.0,49,10,4x0syYhWwD6zafzXsQXa1t,80s Bangers Vol. 2,1,200933,False,0.627,0.909,0,-4.731,1,0.0658,0.000957,7.03e-05,0.336,0.697,124.313,4,hard-rock,Heaven's On Fire,KISS
1999-07-17,96,92.0,73,20,0VbOBom0Ya2zrlSpv7II1C,Dosage,64,174912,False,0.553,0.872,1,-5.617,1,0.0374,0.00109,0.00115,0.0988,0.543,106.927,4,grunge,Heavy,Collective Soul
2016-05-07,36,27.0,1,26,1Yk0cQdMLx5RzzFTYwmuld,25,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british,Hello,Adele
2016-05-07,36,27.0,1,26,1Yk0cQdMLx5RzzFTYwmuld,25,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british,Hello,Adele
1974-02-16,63,55.0,5,20,2ckXnzyvgva2oE9FWjb405,The Very Best of Todd Rundgren,55,264093,False,0.578,0.848,5,-6.842,1,0.0261,0.0563,0.00426,0.0963,0.779,87.246,4,power-pop,Hello It's Me,Todd Rundgren
1961-07-17,55,39.0,12,15,4dim8F8t01qimHOmr6S3Gd,The Complete Capitol Hits Of Faron Young,55,146840,False,0.62,0.406,0,-10.421,1,0.0281,0.722,6.73e-06,0.114,0.695,101.489,4,honky-tonk,Hello Walls,Faron Young
1965-10-30,32,29.0,1,13,6EdSN1iGtLPhcz43QDRkdK,Love,58,138285,False,0.552,0.734,6,-7.126,0,0.0291,0.221,0.0,0.116,0.846,94.887,4,british,Help!,The Beatles
1965-10-30,32,29.0,1,13,6EdSN1iGtLPhcz43QDRkdK,Love,58,138285,False,0.552,0.734,6,-7.126,0,0.0291,0.221,0.0,0.116,0.846,94.887,4,british,Help!,The Beatles
1965-07-17,44,25.0,1,14,1JorgVEvGT4McTPnJSQGtP,Greatest Hits,29,169280,False,0.528,0.716,1,-7.478,1,0.0308,0.104,0.0,0.0552,0.851,139.713,4,psych-rock,"Help Me, Rhonda",The Beach Boys
1971-08-14,32,21.0,15,14,5XTOStweq2Z2q0xoX8lzfw,REGNIG DAG,0,172533,False,0.728,0.695,2,-9.058,0,0.0391,0.519,0.0,0.124,0.836,120.932,4,british,Here Comes That Rainy Day Feeling Again,The Fortunes
1971-08-14,32,21.0,15,14,5XTOStweq2Z2q0xoX8lzfw,REGNIG DAG,0,172533,False,0.728,0.695,2,-9.058,0,0.0391,0.519,0.0,0.124,0.836,120.932,4,british,Here Comes That Rainy Day Feeling Again,The Fortunes
1988-01-09,99,98.0,1,28,1tQ5TSr1tyeQUbHKBee0jv,Whitesnake's Greatest Hits,58,232800,False,0.484,0.877,7,-5.434,1,0.0337,0.151,0.00017,0.14,0.687,92.975,4,british,Here I Go Again,Whitesnake
