id,releases
e33057ed-5355-48ed-8d0e-319ab5cf2717,AF
e33057ed-5355-48ed-8d0e-319ab5cf2717,US
c3bda551-c7c9-45c1-b46d-ca8f6ab11c3c,US
9b785a72-0f0f-4314-9e14-3428f23fc5e9,US
d044fab1-8dba-4821-a394-c0ed9af902b0,GB
d044fab1-8dba-4821-a394-c0ed9af902b0,US
9bdca2ad-6717-4e26-9923-a177db74df29,US
e34b46ee-ae7f-4e32-8646-b5f7b5639bed,US
985bec78-d50c-47ff-94b7-bcfa84aef748,US
70d817a1-7d33-4df8-87ae-3b522df4a3d8,NL
10b37db7-2d57-4b8f-a911-abf143a17315,US
2d02be05-1db6-4f1c-ac23-f1a1aeafa527,CA
2d02be05-1db6-4f1c-ac23-f1a1aeafa527,US
bd8647bb-5cc4-4b07-ae5d-ebfdd4d52ed9,AF
02027bd1-c1cb-4d22-93f1-90eb3b74b589,GB
287eb8c1-87fc-4588-972a-bcf1e9345cf4,US
95ccdde4-c2f9-421f-80cb-7b14da80140d,GB
e845636e-5057-427d-a49c-24a7c0808d29,GB
9b5bd6ba-7e55-42b0-bd91-da7e3c3408e5,US
8519fda6-dda3-4ac1-bc24-1a96f41aa9f0,GB
8519fda6-dda3-4ac1-bc24-1a96f41aa9f0,US
8519fda6-dda3-4ac1-bc24-1a96f41aa9f0,XW
d7364043-8dfe-4614-8dfe-2f3748cceec2,US
d7364043-8dfe-4614-8dfe-2f3748cceec2,JP
d7364043-8dfe-4614-8dfe-2f3748cceec2,AU
d7364043-8dfe-4614-8dfe-2f3748cceec2,FR
d7364043-8dfe-4614-8dfe-2f3748cceec2,XW
d7364043-8dfe-4614-8dfe-2f3748cceec2,XE
74c81a0f-3ec4-43b5-86f3-2c92043bd940,US
f9831517-b27a-452a-a27e-d9f6b57b5ede,GB
cd49e7f0-f5c7-446d-a2bb-8bb311459276,XW
5536e2a4-2e76-46df-88c1-baf0ee19e185,US
b9bb2697-f93a-4ff7-bee0-da507a7c4acd,US
2f74e5e7-6918-49bc-8fba-0e049f9bcbed,XE
cf37738b-dad0-40a8-9f7d-bac9726a4784,US
b6395af3-b1d3-4d47-9bdf-28d0734a17e8,US
b6395af3-b1d3-4d47-9bdf-28d0734a17e8,CA
b6395af3-b1d3-4d47-9bdf-28d0734a17e8,AF
b6395af3-b1d3-4d47-9bdf-28d0734a17e8,XW
b6395af3-b1d3-4d47-9bdf-28d0734a17e8,AR
46bf9c76-f0c0-4aec-84d4-d7af61eec1f5,US
f3bfdae5-5878-4a80-b9ba-0f9053de217c,GB
f3bfdae5-5878-4a80-b9ba-0f9053de217c,US
84af0da3-5851-4efd-9b86-d3241e189332,IT
84af0da3-5851-4efd-9b86-d3241e189332,US
1af45bde-32b9-4f92-8bf5-2e4996241fd2,XW
c214edc2-b946-4cfe-99a0-b41d10d21834,GB
2f6310ef-b130-4dc9-b8f8-2625f60d5a2e,US
04a7009f-b77e-46dc-abf6-cccb16d6a0b5,US
02e83bcf-4068-4472-b502-4327709db295,XE
fcfe7875-983c-4514-b637-cbd182066e6d,GB
ffc2a417-1bb1-412c-bdfc-2df888299837,ZA
67245eb8-94e6-4875-983d-3cd051cc517d,US
ba143d09-e3fa-4ae6-97f2-f1fb366d9180,US
cb92d023-1a45-41e7-8168-6147b1c0e4b7,US
a6e1b9b8-159b-401c-88b7-2a207b01ca15,XW
a6e1b9b8-159b-401c-88b7-2a207b01ca15,NL
a6e1b9b8-159b-401c-88b7-2a207b01ca15,CA
a6e1b9b8-159b-401c-88b7-2a207b01ca15,FR
a6e1b9b8-159b-401c-88b7-2a207b01ca15,US
a6e1b9b8-159b-401c-88b7-2a207b01ca15,JP
a6e1b9b8-159b-401c-88b7-2a207b01ca15,XE
affa97f6-5096-45db-b4fc-5a01ae8f2069,FR
c66475c7-adc2-4dc1-ba27-f7396c27cb43,GB
c008665a-9bf0-4203-9f15-4512d7f685b3,DE
54733c5a-9408-43d5-81f7-28b77470ddf3,GB
1f5fb4fe-1009-44cf-a802-0f52558ed505,US
1f5fb4fe-1009-44cf-a802-0f52558ed505,XW
14ab1212-8421-4ba4-851c-4f6c8228874e,SG
9358ce3c-c40a-4f5a-ad60-5628e35b9426,US
095c9b15-8df1-4ccd-a6ca-009ef3ca0ac5,DE
637dd34e-df80-4d99-9d58-850d9947b2cc,US
637dd34e-df80-4d99-9d58-850d9947b2cc,GB
d7e4115d-ada1-442a-8238-13e5168beef0,DE
207ce074-214b-4428-85c2-8609b5acfcf0,GB
d16ed794-02a8-432f-8719-a572cda98090,US
9737b237-5d3c-465d-ad90-c502a952e26e,CZ
b331098e-4575-4302-88ee-e81ec9d76028,US
d1ff42b4-c059-47ad-ae1c-1d764d03a56c,US
52634969-8318-49dd-b2cc-755e7f42b845,RU
52634969-8318-49dd-b2cc-755e7f42b845,US
52634969-8318-49dd-b2cc-755e7f42b845,XW
52634969-8318-49dd-b2cc-755e7f42b845,IT
52634969-8318-49dd-b2cc-755e7f42b845,GB
becae4bf-2acf-470b-ba5f-e4ae7d76bafc,US
becae4bf-2acf-470b-ba5f-e4ae7d76bafc,BE
4f30099c-9083-4faa-9e2f-1cc4f05ed255,US
4f62ae7d-fc43-428e-947c-9689b0107a99,XW
52db6757-0cea-45d4-af48-afa38137b364,GB
52db6757-0cea-45d4-af48-afa38137b364,XW
52db6757-0cea-45d4-af48-afa38137b364,US
52db6757-0cea-45d4-af48-afa38137b364,XE
52db6757-0cea-45d4-af48-afa38137b364,DE
52db6757-0cea-45d4-af48-afa38137b364,JP
52db6757-0cea-45d4-af48-afa38137b364,RU
52db6757-0cea-45d4-af48-afa38137b364,AR
52db6757-0cea-45d4-af48-afa38137b364,CA
52db6757-0cea-45d4-af48-afa38137b364,AF
52db6757-0cea-45d4-af48-afa38137b364,FR
6b480fb7-8139-4fb0-9a46-b174e07b2bcc,JP
423a49f6-3933-4c22-a989-d5366aa33399,US
2f895ed9-972d-4040-97a3-55018cef362b,US
f4c1cc20-abc9-4c85-a44a-81442d03ea5e,GB
f4c1cc20-abc9-4c85-a44a-81442d03ea5e,US
c151a150-85ff-498d-ae15-cb8452de9076,US
1ca2889a-d734-4c94-9d8d-98ba9e48e79b,DE
ba5b662d-1a8c-421e-8cb3-75b0c995942d,AT
ba5b662d-1a8c-421e-8cb3-75b0c995942d,FR
32240c88-4477-4b08-8069-b40ff6c6bb04,CA
c9e70817-34f2-4db1-bccf-06ae62e76c61,CA
c9e70817-34f2-4db1-bccf-06ae62e76c61,US
c637db0a-52e9-450d-b2c8-2b8ce8895c06,US
c637db0a-52e9-450d-b2c8-2b8ce8895c06,DE
0dea5502-0163-47d4-9f1c-220997bec1a1,CA
6b18a24d-745b-49ed-a13a-b34ed62a2ea3,XW
51b5d5ee-92d7-47cb-93ce-90d068b52e07,CA
51b5d5ee-92d7-47cb-93ce-90d068b52e07,US
ad0bad4e-02ed-452d-9bfd-67441f745096,JP
7835314f-6493-459d-ada0-46ee1caf4ab1,MX
e925745d-b765-4e50-a408-2fbf1b47872c,GB
a485e725-7ee6-4283-84f6-1aa6cdabaf20,JP
a485e725-7ee6-4283-84f6-1aa6cdabaf20,XW
a485e725-7ee6-4283-84f6-1aa6cdabaf20,US
a485e725-7ee6-4283-84f6-1aa6cdabaf20,MX
a485e725-7ee6-4283-84f6-1aa6cdabaf20,AT
a485e725-7ee6-4283-84f6-1aa6cdabaf20,DE
a485e725-7ee6-4283-84f6-1aa6cdabaf20,FR
a485e725-7ee6-4283-84f6-1aa6cdabaf20,CA
a485e725-7ee6-4283-84f6-1aa6cdabaf20,XE
6bdeaf29-d0b4-4144-ab7f-00e20adb175a,US
94aa7aeb-3f48-478e-809b-2cd7a3774a89,AF
8ccea6b3-18ea-4a44-9347-28d411154597,JP
8ccea6b3-18ea-4a44-9347-28d411154597,SG
8ccea6b3-18ea-4a44-9347-28d411154597,GB
8ccea6b3-18ea-4a44-9347-28d411154597,US
0c746460-793b-4707-9e41-b631e00937e4,US
0c746460-793b-4707-9e41-b631e00937e4,XW
0c746460-793b-4707-9e41-b631e00937e4,DE
0c746460-793b-4707-9e41-b631e00937e4,FR
0779fd2b-4122-4273-bf53-891f85a5ed36,NL
13a75251-a242-42ec-be87-8f47f6a942a1,XW
13a75251-a242-42ec-be87-8f47f6a942a1,US
13a75251-a242-42ec-be87-8f47f6a942a1,GB
13a75251-a242-42ec-be87-8f47f6a942a1,XE
13a75251-a242-42ec-be87-8f47f6a942a1,CA
1348bf79-3d6d-41ef-a8a4-c80976d5c08e,US
6bcd5bf0-1d26-4e03-93b2-d47e85cfc62c,US
2c82094e-6000-4fc0-afa0-b2778d7fc9d9,US
906b9dc9-2dff-4685-829b-be46904f3619,CO
906b9dc9-2dff-4685-829b-be46904f3619,US
3cb3e648-a285-4f83-8e38-1c92965ab1fd,NZ
a5465d84-d4d0-4e32-9a61-883e7afbd2e1,US
bb7f072c-df2f-483b-8dbd-597224bbe608,AU
c06124a1-8225-4c65-9c01-deb07278fbec,AU
aaca3d10-67fb-4439-9a01-f34546f08a9b,DE
aaca3d10-67fb-4439-9a01-f34546f08a9b,US
39e02578-0c2e-4f34-bb44-9a48fe1a7f57,US
39e02578-0c2e-4f34-bb44-9a48fe1a7f57,XW
9fc8a50b-a1b7-4679-8306-4f762a951199,ZA
139f50dd-4f08-4ded-84cd-246de3347c51,XW
37a862a1-74fc-4a1d-b0c0-b24c5108f434,GB
023fb7b5-34ed-4c0e-af38-c5506fb50f26,DE
39b2cf13-9842-4583-a097-4b8a1edea2c7,US
809bc176-7527-43d6-9988-254fcf4b0264,US
ab546d8b-d52a-4af3-9444-4769961b7d2b,US
fed2c678-4fc5-4be8-9120-6b0b80987cf6,JP
b261aaf5-5507-4269-a532-0e1c7870b072,NL
b261aaf5-5507-4269-a532-0e1c7870b072,US
f4198635-1b42-4697-9c4a-4384c8c03c1c,DE
4fdff566-9193-4f9b-a795-61f5f275042f,US
7a2a09b1-b694-4713-bd50-a28f9efe85c5,US
609737d4-a062-4752-a38d-20576924fa56,ZA
609737d4-a062-4752-a38d-20576924fa56,XE
609737d4-a062-4752-a38d-20576924fa56,US
609737d4-a062-4752-a38d-20576924fa56,GB
609737d4-a062-4752-a38d-20576924fa56,XW
609737d4-a062-4752-a38d-20576924fa56,AL
609737d4-a062-4752-a38d-20576924fa56,NL
609737d4-a062-4752-a38d-20576924fa56,DE
609737d4-a062-4752-a38d-20576924fa56,AU
609737d4-a062-4752-a38d-20576924fa56,JP
609737d4-a062-4752-a38d-20576924fa56,CA
609737d4-a062-4752-a38d-20576924fa56,BR
609737d4-a062-4752-a38d-20576924fa56,PL
a1a1e162-1f07-4ec2-8d3b-df2758a687ab,XE
a1a1e162-1f07-4ec2-8d3b-df2758a687ab,CA
a1a1e162-1f07-4ec2-8d3b-df2758a687ab,AU
a1a1e162-1f07-4ec2-8d3b-df2758a687ab,US
a1a1e162-1f07-4ec2-8d3b-df2758a687ab,XW
9b29230d-ac19-4f6b-a231-6f0655d33da9,BR
9b29230d-ac19-4f6b-a231-6f0655d33da9,GB
aca59aa9-4554-4026-88dd-4aa181c8863f,GB
f3cc3b3b-2c8e-4d57-b6fe-8f50605d51b2,DE
1b634e50-2488-451a-878b-e5d75d2f27e7,DE
1b634e50-2488-451a-878b-e5d75d2f27e7,US
29eef1f2-5b85-471e-8661-37dc3a1734fc,XW
9e66fd70-5916-4bd1-bec4-c2298125d8ec,XW
4f7ca42f-5038-4f4f-b387-8c1b1e3ed58e,GB
470e29de-2c70-4f4a-80dd-861af426d515,US
2ef2c282-8dc3-4997-9b5f-c22c9dbb3b3a,DE
a6fac9a8-a535-41d1-87c8-5cdfca9f66c5,US
a6fac9a8-a535-41d1-87c8-5cdfca9f66c5,XW
fd8d3f74-35d5-47c0-af58-ff3c4b045d66,US
7aa25e4b-f23c-4c3a-bff5-1bfa0c48fb16,US
7aa25e4b-f23c-4c3a-bff5-1bfa0c48fb16,PE
7aa25e4b-f23c-4c3a-bff5-1bfa0c48fb16,XE
1fd63df3-899c-4d98-8893-27d136781788,US
1fd63df3-899c-4d98-8893-27d136781788,XW
44672997-09b7-4a8f-a417-03fe9557dfb5,US
8c6aa425-512e-4ecb-bb4c-edabe897f59b,GB
dcd8b20f-2947-4b3e-a9ba-e0e197a018a5,GB
5455ef88-ecac-414a-99cd-f1d9f433c062,US
c4488c04-b73c-43d0-bea3-f90e121909f7,XE
3990a39e-7dab-44aa-a949-33797c353bd2,US
1124f220-2aa5-4167-8fd4-c079e6dd3547,DE
30e08f64-1143-48f6-80d8-a9f1b88794f9,GB
